Geneid,Control_1,Control_2,Control_3,Ab42_1,Ab42_2,Ab42_3
FBgn0023215,6707,4703,5547,5250,8004,5321
FBgn0029711,2219,1628,1692,1634,2289,1915
FBgn0029848,240,82,175,74,113,105
FBtr0304289_df_nrg,0,0,0,0,0,0
FBgn0267074,0,0,0,0,0,0
FBgn0052706,23,12,20,36,29,55
FBti0019076,0,0,0,0,0,0
FBgn0267513,0,0,0,1,0,0
FBti0060036,0,0,0,1,0,0
FBgn0040031,32,12,16,95,46,84
FBgn0259110,437,409,689,761,650,833
FBgn0267591,0,0,0,0,0,0
FBti0061319,0,0,0,0,0,0
FBgn0030103,42,50,27,27,32,43
FBti0019598,8,3,2,2,2,4
FBgn0267175,13,8,6,4,4,6
FBgn0030065,1330,498,543,663,471,980
FBtr0304526_df_nrg,0,0,0,0,0,0
FBgn0003023,14411,11182,8388,8568,15232,10331
FBti0064211,0,0,0,0,0,0
FBgn0263627,1,1,0,2,1,3
FBgn0030954,15,12,29,30,33,31
FBgn0027556,11002,4155,12896,10574,11611,11739
FBgn0261549,1937,1334,2579,2744,2785,2886
FBgn0030390,8,8,3,3,4,8
FBgn0030222,20,2,0,42,27,56
FBti0019670,0,0,0,0,0,0
FBgn0031106,1039,1180,751,916,1017,840
FBgn0030794,1467,1320,924,853,1438,1127
FBgn0029868,4507,4135,4319,3406,4500,4407
FBti0019050,6,3,11,6,12,6
FBgn0029681,43,1,3,30,17,20
FBgn0029532,7,8,6,7,3,7
FBti0019722,0,0,0,0,0,0
FBgn0040362,24,0,0,123,31,111
FBti0064223,0,0,0,0,0,0
FBgn0262301,0,0,0,0,0,0
FBgn0029587,14,4,5,9,8,12
FBgn0030136,43723,42971,39698,31656,42689,39114
FBgn0030883,967,1099,954,901,1224,935
FBgn0030018,7754,5361,5347,6055,7852,5343
FBgn0030951,34,0,0,113,61,98
FBgn0030777,5235,2535,4226,5088,4342,4365
FBgn0011770,5470,4204,6835,3863,4279,4170
FBgn0030999,81975,36780,75635,72727,63607,68224
FBgn0259926,4,5,4,5,4,2
FBgn0022786,2708,2383,1838,2109,2981,2290
FBgn0010198,51415,45694,43620,33678,47259,44718
FBgn0085377,1183,854,962,681,1016,855
FBgn0052679,1,1,0,6,2,4
FBgn0029858,703,632,607,607,675,592
FBgn0030944,1792,2023,1537,1463,2007,1748
FBgn0028583,13288,14765,18678,14997,15440,14701
FBgn0030417,1,10,6,5,3,6
FBgn0030057,772,668,685,655,784,704
FBgn0029521,6,4,12,5,7,8
FBti0063502,0,0,0,0,0,0
FBgn0260006,1407,819,453,503,430,858
FBtr0309650_df_nrg,0,0,0,0,0,0
FBgn0030041,6881,5045,10145,6088,2637,6014
FBgn0287217,0,2,1,0,5,1
FBgn0040153,957,846,1014,812,1248,1107
FBgn0043796,1624,1618,1311,1337,1947,1140
FBgn0003300,9,18,27,46,13,20
FBti0019066,0,0,0,0,0,0
FBgn0025632,324,231,231,292,405,294
FBgn0030297,0,0,0,1,0,1
FBgn0265903,1,0,0,3,0,4
FBgn0262656,5156,3520,5472,3488,6313,4558
FBgn0029719,50,24,37,28,25,38
FBgn0052793,1,1,1,3,0,1
FBgn0030239,1706,1428,2064,1546,1905,1639
FBgn0029905,2876,2276,1914,2124,3011,1824
FBgn0031146,0,0,0,0,0,0
FBgn0030791,3482,2519,2827,2515,3333,2947
FBgn0029747,35,0,1,292,82,252
FBgn0030449,20,3,1,65,39,81
FBti0062868,0,0,0,0,0,0
FBti0064204,0,0,0,0,0,1
FBgn0029965,18,8,1,3,4,16
FBgn0263628,53,18,53,80,58,80
FBgn0040871,10,0,0,32,17,36
FBgn0052631,0,0,3,0,0,0
FBgn0266570,11772,9609,8502,7891,12090,8491
FBti0062709,0,0,0,0,0,0
FBgn0029952,54,0,0,340,109,304
FBgn0030331,557,193,227,386,171,371
FBgn0030452,36,29,63,32,41,47
FBti0019596,0,0,0,0,0,0
FBgn0259741,23,12,12,33,25,35
FBgn0024973,2123,1864,1733,1792,2062,1887
FBti0061334,0,0,0,0,0,0
FBti0019064,0,0,0,0,0,0
FBgn0053236,4,0,0,5,0,9
FBgn0029818,3500,2702,2400,2488,3138,2686
FBgn0030247,55,1,1,434,126,400
FBgn0030178,778,710,616,458,731,581
FBgn0052636,73,36,48,62,43,57
FBgn0040234,2171,1477,1781,1843,1696,1751
FBgn0030863,6067,5050,5028,4699,7782,5382
FBgn0040207,4505,3607,3192,3144,4303,3457
FBti0061245,0,0,0,0,0,0
FBti0063638,0,0,0,0,0,0
FBtr0472727_df_nrg,0,0,0,0,0,0
FBti0062713,0,0,0,0,0,0
FBgn0030521,19471,12823,17142,18733,18271,18172
FBgn0029679,7,0,0,80,20,64
FBti0019046,0,0,1,0,1,0
FBgn0262163,0,2,3,13,10,6
FBgn0029067,2880,2048,2650,2153,3558,2261
FBgn0030117,0,0,0,1,2,0
FBgn0040648,9,0,0,38,11,26
FBti0063694,0,0,1,4,0,1
FBgn0267090,0,0,0,0,3,0
FBti0019742,0,0,0,1,0,0
FBti0060038,0,0,0,0,0,0
FBgn0039942,2588,2565,2473,2188,3998,2192
FBti0061749,0,0,0,0,0,0
FBgn0030500,1432,1506,1060,1301,1776,1264
FBgn0086384,3524,3000,2664,3100,4295,2991
FBti0061198,1,0,0,0,0,0
FBgn0029823,15268,9424,21343,19698,19636,17458
FBgn0267030,3,3,0,5,4,1
FBti0063712,0,0,0,0,0,0
FBgn0029644,2,4,0,0,3,5
FBti0063670,1,0,0,0,0,0
FBgn0053667,15,0,0,64,29,74
FBgn0250874,2478,2555,2105,2053,2308,1983
FBgn0023130,1205,981,843,870,1102,856
FBgn0287604,11,3,8,7,10,11
FBgn0267174,1,5,0,4,4,11
FBgn0265965,2,0,0,2,3,1
FBgn0003079,3016,2577,2380,2691,3709,2451
FBgn0261570,4852,3766,3963,4312,5538,3495
FBgn0031055,185,186,265,300,195,274
FBti0060499,0,0,0,0,2,0
FBgn0086667,3,0,3,1,5,1
FBti0019736,0,0,0,0,0,0
FBgn0030506,947,770,715,720,1049,878
FBgn0029980,1112,1189,1196,1113,1489,1059
FBti0019748,0,0,0,0,4,5
FBti0061613,0,0,0,0,0,0
FBgn0025635,2116,2055,1799,1690,2807,1594
FBgn0030384,15,0,0,123,46,121
FBti0063602,0,0,0,0,0,0
FBgn0030088,1247,1056,984,1016,1605,1072
FBgn0004456,1800,1214,1592,1527,1504,1835
FBti0019059,7,1,3,2,7,9
FBti0019052,0,0,0,0,1,2
FBgn0030710,3388,2844,2593,2875,4665,2442
FBti0062995,0,0,0,2,0,0
FBti0063654,0,0,0,0,0,0
FBgn0030202,0,0,0,0,0,1
FBgn0263968,3237,2294,2731,2840,2572,2761
FBgn0262607,0,2,2,1,0,0
FBgn0029662,172,102,55,149,131,218
FBgn0030055,912,719,729,853,995,958
FBgn0266264,2,1,0,3,1,4
FBgn0030082,1602,1547,1485,1340,2033,1307
FBgn0021764,5670,3391,3894,4001,5449,3534
FBgn0265416,70,59,154,175,159,144
FBgn0021767,35,45,56,64,49,35
FBti0061191,0,0,0,0,0,0
FBgn0266419,2,0,0,7,1,3
FBti0062410,0,0,0,1,0,0
FBgn0030940,3,1,1,213,72,214
FBgn0262108,222,282,302,294,523,422
FBgn0052683,44,42,82,94,78,85
FBgn0030894,2807,2201,2120,2467,3580,2453
FBgn0031051,5035,3647,3395,3763,4222,3519
FBgn0025549,3955,2954,3169,3022,4903,3072
FBti0019639,0,0,0,0,0,0
FBgn0039944,208,156,165,150,290,202
FBgn0029608,1657,1323,1638,1785,2193,2123
FBgn0030929,3056,5436,5432,5194,3749,5372
FBgn0265597,123,111,250,214,198,284
FBti0061812,0,0,0,0,0,0
FBtr0304370_df_nrg,0,0,0,0,0,0
FBtr0472798_df_nrg,0,0,0,0,0,0
FBti0063355,1,0,0,0,0,0
FBtr0472794_df_nrg,0,0,0,0,0,0
FBti0061594,0,0,0,0,0,0
FBgn0030622,30,0,0,164,59,118
FBgn0286040,24,24,28,21,22,20
FBti0062476,0,0,0,0,0,0
FBgn0265875,0,0,0,0,0,0
FBti0019551,24,21,41,18,26,30
FBgn0029897,40156,51689,37218,33891,44170,39804
FBgn0023526,4596,3604,4023,3981,6302,3678
FBti0061596,0,0,0,0,0,0
FBgn0265964,0,0,0,0,0,1
FBtr0309589_df_nrg,0,0,0,0,0,0
FBgn0052816,1174,602,613,477,557,539
FBgn0001404,5764,3879,4321,5041,5740,4775
FBgn0085443,3340,2423,2348,2696,3730,3014
FBgn0029811,0,1,2,0,0,0
FBgn0024941,142,100,193,220,203,258
FBgn0029892,491,463,393,325,401,375
FBgn0267187,0,1,3,1,0,0
FBti0060505,0,0,0,0,1,0
FBgn0030968,3480,2416,4704,2379,3272,3861
FBgn0286917,0,0,0,0,0,0
FBgn0002641,2247,1691,1766,2022,2311,1857
FBgn0263993,5769,4559,4535,5010,6246,4747
FBgn0262341,0,0,0,0,0,0
FBgn0030629,461,394,328,383,462,408
FBgn0040391,46,14,28,224,90,170
FBgn0010294,0,0,0,0,0,0
FBti0019623,0,0,0,0,0,0
FBgn0065071,12,3,5,6,5,1
FBti0062943,0,0,0,0,0,0
FBgn0004227,4530,3419,3970,3819,5379,4413
FBti0063324,0,0,0,0,0,0
FBgn0267226,7,3,5,1,7,7
FBgn0053497,20,20,12,10,10,10
FBgn0267077,0,0,0,1,2,5
FBgn0031012,1021,553,938,819,882,1076
FBgn0031054,1289,1200,1042,1090,1369,1019
FBti0019616,4,1,2,4,1,3
FBgn0029783,131,138,99,110,131,120
FBgn0261573,5655,5263,4739,5170,6411,4690
FBgn0267520,2,1,1,6,0,3
FBgn0030915,1039,1034,859,770,1266,801
FBgn0010194,746,537,475,612,715,488
FBgn0053218,44,4,8,154,44,162
FBgn0030918,7,1,0,28,13,48
FBgn0262686,66,80,52,48,33,62
FBti0061940,5,1,6,6,3,6
FBgn0040346,1999,1893,1637,1734,2233,1706
FBgn0278608,4018,2949,3690,2291,3478,2814
FBgn0031130,27,0,0,163,58,113
FBgn0003189,7579,5734,5981,4697,3909,5005
FBti0060642,0,0,0,0,0,0
FBti0060197,0,0,0,0,0,0
FBgn0261617,9869,5168,6743,6438,8187,5135
FBgn0030786,1635,1582,1396,1237,1602,1386
FBgn0265662,5,6,8,12,4,1
FBgn0013720,1811,1563,1334,1533,2240,1498
FBgn0023506,1446,1385,1097,1246,1800,1266
FBgn0262828,14,10,14,31,17,31
FBti0061036,0,0,1,0,0,0
FBgn0086042,2,0,6,2,0,1
FBgn0052819,0,0,0,2,0,0
FBti0019706,0,0,0,0,0,0
FBgn0024994,1736,1459,1221,1199,1460,1213
FBti0060105,0,0,0,0,0,0
FBgn0259170,2170,1588,2059,1702,2181,1903
FBgn0030790,4392,3919,3848,3511,5563,3528
FBti0064219,0,0,0,0,0,0
FBgn0011981,0,0,0,0,0,0
FBti0062881,0,0,0,0,0,0
FBti0063547,0,0,0,0,0,0
FBti0060062,0,0,0,0,0,0
FBgn0027621,5851,4045,6445,6869,6287,6767
FBgn0003321,3444,2484,2920,3048,3754,3409
FBti0060178,0,0,0,0,0,0
FBti0060521,0,0,0,0,0,0
FBgn0030207,10,5,1,78,25,64
FBgn0284233,0,0,0,0,0,0
FBgn0264381,0,5,3,0,1,3
FBgn0250731,0,0,0,0,0,0
FBgn0266572,5835,4086,4001,4086,5577,4044
FBgn0267278,0,0,0,0,0,0
FBgn0014133,18301,13901,11974,13168,18080,12615
FBgn0002878,1377,1109,920,1240,1841,1093
FBtr0309630_df_nrg,0,0,0,0,0,0
FBgn0261446,118,110,153,93,142,124
FBgn0045502,0,0,0,0,0,0
FBti0064092,0,0,0,0,0,0
FBgn0044030,906,945,729,726,909,810
FBgn0030617,95,58,102,82,80,110
FBgn0029860,594,866,564,676,936,691
FBgn0030914,66,78,95,147,109,170
FBgn0262682,17,2,3,102,30,132
FBgn0030245,10255,6652,7781,9146,10991,10131
FBgn0025382,430,233,213,201,172,235
FBti0062416,1,0,0,0,0,0
FBgn0020508,1370,3808,1219,1198,869,1609
FBgn0052797,1,0,1,5,2,9
FBgn0266005,714,546,560,379,602,688
FBgn0025629,928,965,903,860,878,809
FBgn0085765,0,0,0,0,0,0
FBti0062762,0,0,2,0,0,0
FBti0061087,0,0,0,0,0,0
FBgn0030667,5,1,14,194,45,204
FBti0061352,0,0,0,0,0,0
FBti0060537,0,0,0,0,0,1
FBti0060578,0,0,2,2,1,2
FBgn0029935,1720,1313,1220,1265,1829,1311
FBti0060203,0,0,0,0,0,0
FBgn0052736,0,0,0,0,0,0
FBti0019637,0,0,0,0,0,0
FBgn0025835,9,3,10,4,8,13
FBgn0024807,4281,3855,4192,4716,5134,5286
FBgn0261615,1774,1843,1555,1267,1511,1186
FBgn0029689,1302,1004,1028,1389,1656,1368
FBti0019649,0,1,0,3,0,6
FBgn0264078,2667,1709,2254,2675,2521,2531
FBti0063735,0,0,0,0,0,0
FBgn0029647,0,0,0,1,0,0
FBgn0029750,314,131,125,1013,514,974
FBgn0267524,0,0,0,0,0,0
FBgn0004511,0,0,7,7,1,2
FBgn0285944,713,507,1052,1012,1023,1079
FBgn0014466,7264,3850,230,1941,37,6334
FBgn0030525,19,1,4,132,52,84
FBti0019657,0,0,1,2,0,0
FBgn0025627,63,36,49,54,64,56
FBgn0030443,0,0,0,0,0,0
FBtr0472789_df_nrg,0,0,0,0,0,0
FBgn0030634,90,94,85,111,137,100
FBgn0004047,171806,225433,121510,72912,140360,193106
FBgn0010391,4309,3785,3418,3542,3778,3930
FBgn0030195,28,17,25,122,55,118
FBgn0014024,2951,2248,2417,2406,2973,2313
FBgn0053177,29,12,16,19,20,17
FBgn0265664,2,3,7,8,5,8
FBgn0030697,238,0,1,1905,525,1437
FBgn0029642,2,0,0,4,2,2
FBgn0030492,0,0,0,0,0,0
FBti0019713,0,0,0,0,0,3
FBgn0265717,30,22,21,15,35,23
FBgn0003392,7678,6073,6772,6652,8110,7737
FBti0062285,0,0,0,0,0,0
FBgn0025628,3644,3791,3537,4501,4680,4080
FBgn0040942,469,347,600,491,515,524
FBgn0259098,71,55,129,89,130,145
FBgn0040371,209,0,2,879,290,680
FBgn0267162,0,1,1,5,0,1
FBgn0040904,31,1,0,144,36,102
FBgn0030823,18,1,0,114,52,89
FBgn0086450,3863,1740,6073,5885,2585,2775
FBgn0267063,13,14,7,4,12,9
FBti0060101,1,0,0,0,0,0
FBgn0005390,10727,6910,6183,4386,6812,6854
FBgn0285879,300,205,347,467,362,342
FBgn0267057,2,12,2,8,7,8
FBgn0030994,13,13,12,49,34,48
FBti0019677,0,0,0,5,3,1
FBti0063374,1,0,0,0,0,0
FBgn0040358,14,2,12,12,6,14
FBgn0053082,154,101,149,140,83,80
FBgn0261461,2631,1992,2213,2583,3697,3278
FBgn0031149,8157,6458,5653,5439,7401,5804
FBti0062441,0,0,0,0,0,0
FBti0063004,0,0,0,0,0,0
FBti0062763,0,0,0,0,0,0
FBgn0030158,904,874,1081,1143,1056,1416
FBgn0030911,0,0,0,0,1,0
FBgn0029603,62,43,50,155,81,142
FBti0019708,0,0,1,0,0,0
FBgn0085437,3269,2462,2437,2977,3250,2916
FBgn0264384,439,330,339,310,594,376
FBgn0027528,2501,1958,2908,2079,2442,2060
FBgn0262852,0,0,0,0,0,0
FBgn0260971,36,42,64,80,52,88
FBgn0004828,23187,19078,19265,14881,21448,20153
FBgn0014465,10357,5225,374,2138,36,8239
FBgn0052767,7214,4366,5100,5143,7549,5146
FBtr0309619_df_nrg,0,0,0,0,0,0
FBgn0023549,3667,2317,4100,3272,2440,2486
FBgn0030000,1886,1809,1670,1462,1646,1386
FBgn0003416,3450,2106,2276,2259,3242,2302
FBti0063594,0,0,0,1,0,0
FBtr0304310_df_nrg,0,0,0,0,0,0
FBgn0030691,50,29,27,246,112,240
FBti0064075,0,0,0,0,0,0
FBti0063943,0,1,0,0,0,1
FBgn0030529,3668,3039,3797,2890,3692,3531
FBgn0265873,43,35,36,42,38,79
FBti0064107,0,0,0,0,0,0
FBgn0250904,45,1,2,355,155,409
FBgn0029706,2690,1938,2235,2500,2846,2318
FBgn0260789,3972,2626,2616,3108,4792,2617
FBgn0029970,1459,1476,1208,1237,2108,1124
FBgn0052756,256,263,392,295,417,326
FBgn0031069,7350,6612,6793,7287,6303,6617
FBgn0020255,28847,25514,21895,19537,30687,22301
FBgn0264446,15,6,18,11,3,22
FBgn0030467,477,455,431,475,639,476
FBgn0001250,1557,1103,1895,2484,2198,2513
FBti0062384,0,0,0,0,0,0
FBgn0266201,0,0,0,0,0,0
FBti0063335,0,0,0,0,0,0
FBgn0043001,1078,1415,1062,959,1656,922
FBti0062856,110,95,125,89,83,111
FBgn0030982,10,0,0,30,9,29
FBgn0030485,550,355,444,504,459,658
FBgn0266361,8,9,9,9,9,13
FBgn0262609,62,11,1,4,0,5
FBtr0473838_df_nrg,0,0,0,0,0,0
FBgn0019660,38,0,1,54,26,48
FBti0061751,0,0,0,0,0,0
FBgn0052712,0,1,5,9,4,3
FBgn0030801,612,481,471,458,685,509
FBgn0029535,4,0,0,2,0,2
FBgn0052644,3448,172,43,482,206,1575
FBgn0266277,1,2,1,1,0,0
FBgn0260858,2233,1857,2152,2019,3098,1873
FBgn0052762,0,0,1,0,1,0
FBgn0265457,131,56,76,64,59,95
FBgn0030724,5293,3829,5123,3776,6094,5283
FBgn0030040,3364,3482,4214,2967,2593,3273
FBgn0025837,439,314,362,526,716,742
FBgn0030859,54,2,6,256,103,353
FBgn0014026,89959,91615,74110,66894,85196,81096
FBgn0025393,0,0,0,0,0,0
FBgn0030625,1222,1017,972,1305,1772,1277
FBti0019648,0,0,0,0,0,0
FBgn0039965,2846,2445,2700,2238,3600,2643
FBgn0266376,389,209,287,349,316,447
FBti0019590,0,1,4,0,0,0
FBti0063901,29,33,22,20,24,38
FBgn0267078,4,0,1,1,0,0
FBgn0026090,1170,942,959,1027,1305,927
FBgn0030719,50,26,69,53,55,93
FBti0063994,1,0,2,1,2,1
FBtr0309667_df_nrg,0,0,0,0,0,0
FBti0061299,1,4,12,0,2,12
FBgn0052823,0,0,1,1,1,0
FBgn0030688,1344,1588,1572,1567,1311,1640
FBgn0052652,339,0,0,1721,554,1403
FBgn0266180,55,42,46,20,48,23
FBgn0019929,725,934,1034,1555,967,1322
FBgn0260868,3,0,0,2,4,5
FBti0061672,0,0,0,0,0,0
FBgn0000927,8570,8504,5265,5512,8095,5976
FBgn0029709,3754,3501,3410,2880,3247,3504
FBgn0004956,57,40,28,62,40,55
FBgn0266731,0,0,0,0,0,0
FBgn0262237,0,0,1,0,0,1
FBgn0023507,7604,5064,9132,9162,8168,8568
FBgn0025800,6987,4446,5235,5238,7029,5815
FBti0060672,3,0,0,2,0,0
FBti0060109,0,0,0,0,0,0
FBgn0052625,1013,636,641,610,904,746
FBgn0065084,0,0,0,0,0,0
FBgn0030684,15,8,24,59,27,45
FBti0064194,1,0,1,0,2,0
FBgn0031157,308,284,181,298,368,411
FBgn0030761,1365,1102,1216,1284,1462,1400
FBgn0030494,0,0,1,2,1,3
FBgn0030655,1334,1184,945,1010,1371,1096
FBti0019569,0,0,0,0,0,0
FBgn0259195,6,3,1,36,17,32
FBgn0267172,2,0,0,0,0,0
FBti0061655,0,0,0,0,0,0
FBti0060047,0,0,0,0,0,0
FBgn0030346,1265,1344,971,1032,1445,1150
FBti0061167,0,0,0,0,0,0
FBgn0030759,696,696,520,478,681,603
FBgn0030317,1623,1030,2166,2447,1927,2718
FBgn0267042,0,0,0,0,0,15
FBgn0263559,0,0,0,0,0,0
FBgn0030501,2340,2277,1846,1914,3251,2279
FBgn0264444,1,0,1,3,0,7
FBgn0031164,27,0,2,63,28,48
FBgn0040319,7563,5551,7560,8040,8088,7979
FBti0019662,0,0,0,0,0,0
FBti0062839,0,0,0,0,0,0
FBgn0031005,31,22,21,29,37,41
FBgn0030536,78,6,2,438,151,366
FBgn0030673,351,345,287,274,445,331
FBgn0030927,110,111,71,233,76,144
FBgn0030858,2603,2239,1931,2146,2510,2154
FBgn0285970,0,0,0,0,2,0
FBgn0030505,2902,2222,2549,2702,3611,2804
FBti0061145,0,0,0,0,0,1
FBtr0472928_df_nrg,0,0,0,0,0,0
FBti0061947,0,0,0,1,0,0
FBgn0030558,1,0,1,0,1,0
FBgn0039946,421,392,380,369,495,428
FBgn0259245,57,65,83,83,99,115
FBgn0263994,236,195,393,367,334,365
FBgn0030738,3562,3337,2795,3004,4218,3015
FBtr0472785_df_nrg,0,0,0,0,0,0
FBgn0031110,138,140,240,193,240,244
FBgn0265902,16,12,13,16,23,12
RR43483_transposable_element,0,0,0,0,0,0
FBgn0011661,20131,16727,17851,15361,20298,18000
FBgn0030840,10,0,1,89,20,62
FBti0060084,0,0,0,0,0,0
FBgn0262608,16054,6631,3763,4185,3662,6955
FBgn0030871,1690,1681,1173,1286,1912,1329
FBti0064086,0,0,0,0,0,0
FBgn0267165,42,67,94,94,97,91
FBti0060180,2,0,1,3,2,3
FBgn0024983,1528,1302,1036,1098,1514,1211
FBgn0086049,0,0,0,1,0,0
FBti0019563,1,0,0,0,2,5
FBti0060555,0,0,0,0,0,0
FBti0061350,0,0,0,0,0,0
FBgn0265532,22,12,7,13,8,20
FBgn0026089,966,810,942,664,999,918
FBgn0029714,937,1051,936,812,1156,771
FBgn0027342,3105,2231,1944,2137,3034,2276
FBgn0263475,0,0,1,0,0,0
FBti0061151,6,1,2,1,3,2
FBti0019555,0,0,0,1,0,0
FBgn0065032,412,319,451,349,297,358
FBti0061144,46,23,30,16,19,15
FBgn0030480,893,809,792,646,909,744
FBgn0029995,1,1,4,7,0,0
FBgn0040356,7,0,0,65,28,77
FBgn0052520,0,0,0,1,0,0
FBgn0261931,3587,2800,2557,2887,3482,2668
FBgn0011742,8552,6915,6928,6168,8482,6254
FBgn0030048,2017,1885,1992,919,1505,1041
FBgn0266848,6086,4588,5110,4831,8051,4923
FBgn0053222,6,1,1,6,6,4
FBgn0030332,1878,423,2119,1578,1684,1579
FBgn0010292,2329,1980,1921,1719,1982,1638
FBti0060063,0,0,0,0,0,0
FBgn0052740,2,0,0,0,0,0
FBti0019635,0,0,2,0,0,0
FBgn0267049,0,0,0,0,0,0
FBgn0029824,1725,1536,1466,1572,2013,1796
FBgn0052549,6535,4934,7920,8544,9813,7975
FBgn0052645,436,246,140,229,85,473
FBgn0030504,9045,7244,7340,7126,8536,6212
FBgn0262989,14,0,0,48,15,35
FBgn0086044,11,8,18,17,8,15
FBgn0030073,1842,557,1408,1045,616,1069
FBgn0029880,2,1,0,19,5,17
FBgn0267020,2,0,0,13,5,3
FBgn0030431,1491,1439,1508,1298,1723,1300
FBgn0030979,5,2,3,121,41,144
FBgn0030479,1883,1669,2314,1907,1904,2113
FBgn0025631,1117,895,1158,1414,1453,1549
FBgn0011952,0,0,0,0,0,0
FBgn0030108,3,3,16,8,10,15
FBgn0028369,519,202,374,288,345,336
FBgn0039941,498,591,495,669,447,471
FBgn0030804,15,1,8,23,11,10
FBgn0026874,12,0,11,5,3,6
FBgn0030913,116,107,166,176,165,195
FBgn0030276,10945,8532,9137,9147,13284,9544
FBti0060179,0,1,3,2,0,0
FBgn0004034,13,29,17,4,19,16
FBgn0260869,0,0,0,7,1,3
FBgn0002576,51,46,62,82,72,64
FBgn0263512,15,19,22,26,17,15
FBgn0031001,100,12,10,28,5,76
FBgn0262734,12252,9610,12223,9141,13092,10651
FBgn0030695,1879,1477,1708,1548,2143,1597
FBti0061271,27,12,14,55,82,37
FBti0019701,0,0,0,0,0,0
FBgn0031036,1049,1002,825,798,1230,1025
FBgn0000719,3810,2730,2857,2682,3836,2840
FBti0062743,0,0,0,0,0,0
FBgn0029700,41,2,0,234,72,127
FBti0059697,193,116,137,103,114,173
FBgn0259171,652,375,818,768,602,867
FBgn0053963,56,26,51,53,78,85
FBgn0263457,92,49,89,95,118,119
FBgn0027794,1878,1372,1386,1143,1014,1287
FBgn0267169,0,0,0,2,2,4
FBti0061670,0,0,0,0,0,0
FBti0019738,1,0,0,0,1,1
FBgn0011953,0,0,0,0,0,0
FBgn0029702,82,0,1,481,162,397
FBgn0000394,621,510,539,603,605,591
FBti0060087,0,0,0,0,0,0
FBgn0030941,612,436,615,676,602,582
FBti0019653,1,0,0,0,0,0
FBgn0267930,1,0,0,2,6,3
FBgn0026411,71,56,107,156,103,158
FBti0019075,0,0,0,0,1,0
FBti0019566,0,0,1,0,0,0
FBgn0031191,1529,1519,1217,1409,1836,1268
FBgn0285992,99,77,58,84,82,80
FBgn0024995,764,795,1103,848,714,976
FBgn0030028,962,1037,934,715,1175,718
FBgn0031048,3123,2792,2109,2317,2804,2327
FBgn0082997,21,13,25,24,16,14
FBti0062657,0,0,0,0,0,0
FBgn0026433,3461,2694,2256,2748,3808,2684
FBti0061170,0,0,0,0,0,0
FBti0064222,0,0,0,0,0,0
FBti0061882,0,0,0,0,0,0
FBgn0030763,61,37,110,45,62,98
FBgn0030599,16,0,0,100,35,85
FBgn0030692,3695,3512,3408,2913,3807,3315
FBgn0053242,0,0,0,0,0,0
FBgn0267058,0,4,0,2,2,9
FBgn0030456,4257,3248,3041,3011,4349,3198
FBgn0030374,12,0,1,76,40,53
FBgn0023537,11603,9104,11174,9619,10850,11106
FBti0062297,0,0,0,0,0,0
FBgn0266051,9,2,7,4,4,1
FBgn0083041,3,4,2,0,2,3
FBgn0040890,766,747,574,616,844,604
FBgn0263502,10,0,0,47,24,49
FBti0064093,0,0,2,0,0,0
FBgn0029694,5,3,3,18,14,26
FBgn0040389,1357,1208,1014,923,1348,1085
FBgn0053499,11,1,1,86,18,60
FBgn0286809,2307,1560,1441,2338,2151,2202
FBgn0028341,4982,4149,3730,4333,5420,4660
FBti0060433,0,0,0,0,0,0
FBgn0030013,1720,1275,1082,2423,3440,2141
FBgn0005391,215742,234302,127003,77136,127170,188916
FBgn0266183,4,9,8,20,19,17
FBgn0000382,7417,5575,6098,6111,7521,6748
FBgn0029948,119,178,278,185,215,200
FBgn0286222,10195,9022,9247,8365,10414,8555
FBgn0030947,0,0,3,3,0,3
FBgn0029723,686,560,681,589,816,683
FBgn0030310,249,185,363,904,352,544
FBti0060490,0,0,0,0,0,0
FBgn0052702,1837,1153,2129,2841,2489,2730
FBgn0000479,3669,3105,4289,3429,4826,3713
FBgn0030493,0,0,0,0,3,0
FBgn0264562,389,133,129,120,181,222
FBgn0000173,6381,5755,6083,4603,7714,5794
FBgn0267038,1,0,0,6,0,4
FBgn0025381,3091,2991,2658,3511,3499,3216
FBti0060593,0,1,0,1,0,1
FBgn0267970,11,7,11,4,11,12
FBgn0030605,2125,2183,2222,1568,1924,1860
FBgn0015024,13919,9363,11910,8417,13008,12386
FBti0061194,0,0,0,0,0,0
FBti0019707,0,0,0,6,6,3
FBgn0264677,15,9,15,18,23,31
FBti0060643,0,0,0,0,0,0
FBgn0262487,15,0,0,240,71,217
FBgn0030320,5550,4077,4107,4436,7137,4265
FBgn0029629,6980,7218,5906,6347,7914,6723
FBgn0030085,52,30,31,93,66,111
FBgn0026085,381,555,344,375,571,343
FBgn0023512,2123,2072,1903,1785,2311,1905
FBgn0014903,0,0,1,0,0,1
FBgn0052512,2343,2160,2874,2767,3504,2671
FBti0019714,0,0,0,0,0,0
FBti0019747,0,0,0,0,0,0
FBti0064074,0,0,0,0,0,0
FBti0060647,0,0,0,0,0,0
FBgn0267050,0,0,0,0,0,0
FBgn0025634,1008,1347,851,950,1314,1068
FBti0062298,0,0,0,0,0,0
FBgn0259108,712,605,940,1300,1105,1130
FBgn0030241,5859,5818,4083,4780,7302,4124
FBgn0266097,2,0,0,30,12,15
FBti0060670,0,2,3,0,0,0
FBti0061142,17,14,14,8,19,6
FBti0063634,0,0,0,0,0,0
